question_id,permutation_idx,prob_A,prob_B,prob_C,prob_D,predicted_answer,correct_position,correct_answer,model,confident,temperature,agent_1_ans,agent_2_ans,agent_3_ans
q51,1,0.6666666666666666,0.0,0.0,0.3333333333333333,A,A,B,microsoft/Phi-3.5-mini-instruct,0,0.7,C,B,B
q51,2,0.0,0.0,0.3333333333333333,0.6666666666666666,D,D,B,microsoft/Phi-3.5-mini-instruct,0,0.7,C,B,B
q51,3,0.0,0.0,0.6666666666666666,0.3333333333333333,C,C,B,microsoft/Phi-3.5-mini-instruct,0,0.7,C,B,B
q52,0,0.0,0.6666666666666666,0.0,0.3333333333333333,B,B,B,microsoft/Phi-3.5-mini-instruct,0,0.7,C,B,B
q52,1,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,D,A,B,microsoft/Phi-3.5-mini-instruct,0,0.7,C,B,B
q52,2,0.0,0.0,0.0,1.0,D,D,B,microsoft/Phi-3.5-mini-instruct,0,0.7,C,B,B
q52,3,0.0,0.0,0.6666666666666666,0.3333333333333333,C,C,B,microsoft/Phi-3.5-mini-instruct,0,0.7,C,B,B
q53,0,0.0,0.0,1.0,0.0,C,B,B,microsoft/Phi-3.5-mini-instruct,1,0.7,C,C,C
q53,1,0.0,1.0,0.0,0.0,B,A,B,microsoft/Phi-3.5-mini-instruct,1,0.7,C,C,C
q53,2,0.0,0.0,0.0,1.0,D,D,B,microsoft/Phi-3.5-mini-instruct,1,0.7,C,C,C
q53,3,0.0,0.0,0.0,1.0,D,C,B,microsoft/Phi-3.5-mini-instruct,1,0.7,C,C,C
q54,0,0.0,0.0,0.6666666666666666,0.3333333333333333,C,C,C,microsoft/Phi-3.5-mini-instruct,0,0.7,C,D,C
q54,1,0.0,0.6666666666666666,0.3333333333333333,0.0,B,B,C,microsoft/Phi-3.5-mini-instruct,0,0.7,C,D,C
q54,2,0.0,0.6666666666666666,0.0,0.3333333333333333,B,A,C,microsoft/Phi-3.5-mini-instruct,0,0.7,C,D,C
q54,3,0.0,0.0,0.0,1.0,D,D,C,microsoft/Phi-3.5-mini-instruct,0,0.7,C,D,C
q55,0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,D,A,A,microsoft/Phi-3.5-mini-instruct,0,0.7,C,B,B
q55,1,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,D,D,A,microsoft/Phi-3.5-mini-instruct,0,0.7,C,B,B
q55,2,0.0,0.0,0.6666666666666666,0.3333333333333333,C,C,A,microsoft/Phi-3.5-mini-instruct,0,0.7,C,B,B
q55,3,0.0,0.0,0.6666666666666666,0.3333333333333333,C,B,A,microsoft/Phi-3.5-mini-instruct,0,0.7,C,B,B
q56,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,A,C,C,microsoft/Phi-3.5-mini-instruct,0,0.7,C,D,B
q56,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,A,B,C,microsoft/Phi-3.5-mini-instruct,0,0.7,C,D,B
q56,2,0.6666666666666666,0.0,0.3333333333333333,0.0,A,A,C,microsoft/Phi-3.5-mini-instruct,0,0.7,C,D,B
q56,3,0.5,0.0,0.5,0.0,A,D,C,microsoft/Phi-3.5-mini-instruct,0,0.7,C,D,B
q57,0,0.0,0.6666666666666666,0.0,0.3333333333333333,B,B,B,microsoft/Phi-3.5-mini-instruct,0,0.7,C,B,B
q57,1,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,D,A,B,microsoft/Phi-3.5-mini-instruct,0,0.7,C,B,B
q57,2,0.3333333333333333,0.0,0.0,0.6666666666666666,D,D,B,microsoft/Phi-3.5-mini-instruct,0,0.7,C,B,B
q57,3,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,D,C,B,microsoft/Phi-3.5-mini-instruct,0,0.7,C,B,B
q58,0,0.0,0.0,0.6666666666666666,0.3333333333333333,C,C,C,microsoft/Phi-3.5-mini-instruct,1,0.7,C,C,C
q58,1,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,D,B,C,microsoft/Phi-3.5-mini-instruct,1,0.7,C,C,C
q58,2,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,D,A,C,microsoft/Phi-3.5-mini-instruct,1,0.7,C,C,C
q58,3,0.0,0.0,0.3333333333333333,0.6666666666666666,D,D,C,microsoft/Phi-3.5-mini-instruct,1,0.7,C,C,C
q59,0,0.0,0.6666666666666666,0.0,0.3333333333333333,B,B,B,microsoft/Phi-3.5-mini-instruct,1,0.7,,B,B
q59,1,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,D,A,B,microsoft/Phi-3.5-mini-instruct,1,0.7,,B,B
q59,2,0.0,0.0,0.0,1.0,D,D,B,microsoft/Phi-3.5-mini-instruct,1,0.7,,B,B
q59,3,0.0,0.0,0.6666666666666666,0.3333333333333333,C,C,B,microsoft/Phi-3.5-mini-instruct,1,0.7,,B,B
q60,0,0.0,0.6666666666666666,0.0,0.3333333333333333,B,B,B,microsoft/Phi-3.5-mini-instruct,1,0.7,,B,B
q60,1,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,D,A,B,microsoft/Phi-3.5-mini-instruct,1,0.7,,B,B
q60,2,0.0,0.0,0.0,1.0,D,D,B,microsoft/Phi-3.5-mini-instruct,1,0.7,,B,B
q60,3,0.0,0.0,0.6666666666666666,0.3333333333333333,C,C,B,microsoft/Phi-3.5-mini-instruct,1,0.7,,B,B
q61,0,0.0,0.0,0.6666666666666666,0.3333333333333333,C,B,B,microsoft/Phi-3.5-mini-instruct,1,0.7,C,C,C
q61,1,0.0,0.6666666666666666,0.0,0.3333333333333333,B,A,B,microsoft/Phi-3.5-mini-instruct,1,0.7,C,C,C
q61,2,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,D,D,B,microsoft/Phi-3.5-mini-instruct,1,0.7,C,C,C
q61,3,0.0,0.0,0.0,1.0,D,C,B,microsoft/Phi-3.5-mini-instruct,1,0.7,C,C,C
q62,0,0.0,0.0,0.6666666666666666,0.3333333333333333,C,C,C,microsoft/Phi-3.5-mini-instruct,1,0.7,C,C,C
q62,1,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,D,B,C,microsoft/Phi-3.5-mini-instruct,1,0.7,C,C,C
q62,2,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,D,A,C,microsoft/Phi-3.5-mini-instruct,1,0.7,C,C,C
q62,3,0.0,0.0,0.3333333333333333,0.6666666666666666,D,D,C,microsoft/Phi-3.5-mini-instruct,1,0.7,C,C,C
q63,0,0.0,0.0,0.0,1.0,D,D,D,microsoft/Phi-3.5-mini-instruct,1,0.7,,D,D
q63,1,0.0,0.0,1.0,0.0,C,C,D,microsoft/Phi-3.5-mini-instruct,1,0.7,,D,D
q63,2,0.0,1.0,0.0,0.0,B,B,D,microsoft/Phi-3.5-mini-instruct,1,0.7,,D,D
q63,3,1.0,0.0,0.0,0.0,A,A,D,microsoft/Phi-3.5-mini-instruct,1,0.7,,D,D
q64,0,0.0,0.0,0.6666666666666666,0.3333333333333333,C,C,C,microsoft/Phi-3.5-mini-instruct,1,0.7,C,C,C
q64,1,0.0,0.6666666666666666,0.0,0.3333333333333333,B,B,C,microsoft/Phi-3.5-mini-instruct,1,0.7,C,C,C
q64,2,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,D,A,C,microsoft/Phi-3.5-mini-instruct,1,0.7,C,C,C
q64,3,0.0,0.0,0.0,1.0,D,D,C,microsoft/Phi-3.5-mini-instruct,1,0.7,C,C,C
q65,0,0.0,0.0,0.0,1.0,D,D,D,microsoft/Phi-3.5-mini-instruct,0,0.7,C,D,D
q65,1,0.0,0.0,0.6666666666666666,0.3333333333333333,C,C,D,microsoft/Phi-3.5-mini-instruct,0,0.7,C,D,D
q65,2,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,D,B,D,microsoft/Phi-3.5-mini-instruct,0,0.7,C,D,D
q65,3,0.5,0.0,0.5,0.0,C,A,D,microsoft/Phi-3.5-mini-instruct,0,0.7,C,D,D
q66,0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,D,A,A,microsoft/Phi-3.5-mini-instruct,0,0.7,C,C,A
q66,1,0.0,0.0,0.3333333333333333,0.6666666666666666,D,D,A,microsoft/Phi-3.5-mini-instruct,0,0.7,C,C,A
q66,2,0.0,0.0,0.6666666666666666,0.3333333333333333,C,C,A,microsoft/Phi-3.5-mini-instruct,0,0.7,C,C,A
q66,3,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,D,B,A,microsoft/Phi-3.5-mini-instruct,0,0.7,C,C,A
q67,0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,D,D,D,microsoft/Phi-3.5-mini-instruct,0,0.7,C,C,B
q67,1,0.0,0.0,0.6666666666666666,0.3333333333333333,C,C,D,microsoft/Phi-3.5-mini-instruct,0,0.7,C,C,B
q67,2,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,D,B,D,microsoft/Phi-3.5-mini-instruct,0,0.7,C,C,B
q67,3,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,D,A,D,microsoft/Phi-3.5-mini-instruct,0,0.7,C,C,B
q68,0,0.0,0.0,0.0,1.0,D,D,D,microsoft/Phi-3.5-mini-instruct,1,0.7,,D,D
q68,1,0.0,0.0,0.6666666666666666,0.3333333333333333,C,C,D,microsoft/Phi-3.5-mini-instruct,1,0.7,,D,D
q68,2,0.0,0.6666666666666666,0.0,0.3333333333333333,B,B,D,microsoft/Phi-3.5-mini-instruct,1,0.7,,D,D
q68,3,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,D,A,D,microsoft/Phi-3.5-mini-instruct,1,0.7,,D,D
q69,0,1.0,0.0,0.0,0.0,A,A,A,microsoft/Phi-3.5-mini-instruct,0,0.7,B,A,A
q69,1,0.0,0.0,0.0,1.0,D,D,A,microsoft/Phi-3.5-mini-instruct,0,0.7,B,A,A
q69,2,0.0,0.0,1.0,0.0,C,C,A,microsoft/Phi-3.5-mini-instruct,0,0.7,B,A,A
q69,3,0.0,1.0,0.0,0.0,B,B,A,microsoft/Phi-3.5-mini-instruct,0,0.7,B,A,A
q70,0,0.0,0.3333333333333333,0.6666666666666666,0.0,C,A,A,microsoft/Phi-3.5-mini-instruct,0,0.7,C,B,B
q70,1,0.0,0.3333333333333333,0.6666666666666666,0.0,C,D,A,microsoft/Phi-3.5-mini-instruct,0,0.7,C,B,B
q70,2,0.0,0.0,1.0,0.0,C,C,A,microsoft/Phi-3.5-mini-instruct,0,0.7,C,B,B
q70,3,0.0,0.0,1.0,0.0,C,B,A,microsoft/Phi-3.5-mini-instruct,0,0.7,C,B,B
q71,0,0.0,0.0,0.3333333333333333,0.6666666666666666,D,A,A,microsoft/Phi-3.5-mini-instruct,0,0.7,C,C,D
q71,1,0.0,0.0,0.3333333333333333,0.6666666666666666,D,D,A,microsoft/Phi-3.5-mini-instruct,0,0.7,C,C,D
q71,2,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,D,C,A,microsoft/Phi-3.5-mini-instruct,0,0.7,C,C,D
q71,3,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,D,B,A,microsoft/Phi-3.5-mini-instruct,0,0.7,C,C,D
q72,0,1.0,0.0,0.0,0.0,A,A,A,microsoft/Phi-3.5-mini-instruct,1,0.7,,A,A
q72,1,0.0,0.0,0.0,1.0,D,D,A,microsoft/Phi-3.5-mini-instruct,1,0.7,,A,A
q72,2,0.0,0.0,1.0,0.0,C,C,A,microsoft/Phi-3.5-mini-instruct,1,0.7,,A,A
q72,3,0.0,1.0,0.0,0.0,B,B,A,microsoft/Phi-3.5-mini-instruct,1,0.7,,A,A
q73,0,0.0,0.0,0.0,1.0,D,D,D,microsoft/Phi-3.5-mini-instruct,1,0.7,D,D,D
q73,1,0.0,0.0,0.6666666666666666,0.3333333333333333,C,C,D,microsoft/Phi-3.5-mini-instruct,1,0.7,D,D,D
q73,2,0.0,0.6666666666666666,0.0,0.3333333333333333,B,B,D,microsoft/Phi-3.5-mini-instruct,1,0.7,D,D,D
q73,3,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,D,A,D,microsoft/Phi-3.5-mini-instruct,1,0.7,D,D,D
q74,0,0.0,0.0,0.0,1.0,D,D,D,microsoft/Phi-3.5-mini-instruct,0,0.7,C,D,D
q74,1,0.0,0.0,0.6666666666666666,0.3333333333333333,C,C,D,microsoft/Phi-3.5-mini-instruct,0,0.7,C,D,D
q74,2,0.0,0.6666666666666666,0.0,0.3333333333333333,B,B,D,microsoft/Phi-3.5-mini-instruct,0,0.7,C,D,D
q74,3,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,D,A,D,microsoft/Phi-3.5-mini-instruct,0,0.7,C,D,D
q75,0,0.0,0.0,0.6666666666666666,0.3333333333333333,C,C,C,microsoft/Phi-3.5-mini-instruct,1,0.7,C,C,C
q75,1,0.0,0.6666666666666666,0.0,0.3333333333333333,B,B,C,microsoft/Phi-3.5-mini-instruct,1,0.7,C,C,C
q75,2,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,D,A,C,microsoft/Phi-3.5-mini-instruct,1,0.7,C,C,C
q75,3,0.0,0.0,0.3333333333333333,0.6666666666666666,D,D,C,microsoft/Phi-3.5-mini-instruct,1,0.7,C,C,C
q76,0,1.0,0.0,0.0,0.0,A,A,A,microsoft/Phi-3.5-mini-instruct,1,0.7,,A,A
q76,1,0.0,0.0,0.0,1.0,D,D,A,microsoft/Phi-3.5-mini-instruct,1,0.7,,A,A
q76,2,0.0,0.0,0.6666666666666666,0.3333333333333333,C,C,A,microsoft/Phi-3.5-mini-instruct,1,0.7,,A,A
q76,3,0.0,0.6666666666666666,0.0,0.3333333333333333,B,B,A,microsoft/Phi-3.5-mini-instruct,1,0.7,,A,A
q77,0,0.0,0.0,0.6666666666666666,0.3333333333333333,C,C,C,microsoft/Phi-3.5-mini-instruct,0,0.7,,C,D
q77,1,0.0,0.6666666666666666,0.0,0.3333333333333333,B,B,C,microsoft/Phi-3.5-mini-instruct,0,0.7,,C,D
q77,2,0.3333333333333333,0.0,0.0,0.6666666666666666,D,A,C,microsoft/Phi-3.5-mini-instruct,0,0.7,,C,D
q77,3,0.3333333333333333,0.0,0.0,0.6666666666666666,D,D,C,microsoft/Phi-3.5-mini-instruct,0,0.7,,C,D
q78,0,0.0,0.0,0.3333333333333333,0.6666666666666666,D,D,D,microsoft/Phi-3.5-mini-instruct,0,0.7,C,D,D
q78,1,0.0,0.0,0.6666666666666666,0.3333333333333333,C,C,D,microsoft/Phi-3.5-mini-instruct,0,0.7,C,D,D
q78,2,0.0,0.0,0.6666666666666666,0.3333333333333333,C,B,D,microsoft/Phi-3.5-mini-instruct,0,0.7,C,D,D
q78,3,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,D,A,D,microsoft/Phi-3.5-mini-instruct,0,0.7,C,D,D
q79,0,0.0,0.0,1.0,0.0,C,C,C,microsoft/Phi-3.5-mini-instruct,1,0.7,,C,C
q79,1,0.0,1.0,0.0,0.0,B,B,C,microsoft/Phi-3.5-mini-instruct,1,0.7,,C,C
q79,2,1.0,0.0,0.0,0.0,A,A,C,microsoft/Phi-3.5-mini-instruct,1,0.7,,C,C
q79,3,0.0,0.0,0.0,1.0,D,D,C,microsoft/Phi-3.5-mini-instruct,1,0.7,,C,C
q80,0,0.0,0.0,0.0,1.0,D,D,D,microsoft/Phi-3.5-mini-instruct,1,0.7,D,D,D
q80,1,0.0,0.0,0.6666666666666666,0.3333333333333333,C,C,D,microsoft/Phi-3.5-mini-instruct,1,0.7,D,D,D
q80,2,0.0,0.6666666666666666,0.0,0.3333333333333333,B,B,D,microsoft/Phi-3.5-mini-instruct,1,0.7,D,D,D
q80,3,0.0,0.0,0.6666666666666666,0.3333333333333333,C,A,D,microsoft/Phi-3.5-mini-instruct,1,0.7,D,D,D
q81,0,0.0,0.0,0.6666666666666666,0.3333333333333333,C,D,D,microsoft/Phi-3.5-mini-instruct,0,0.7,C,C,A
q81,1,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,D,C,D,microsoft/Phi-3.5-mini-instruct,0,0.7,C,C,A
q81,2,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,D,B,D,microsoft/Phi-3.5-mini-instruct,0,0.7,C,C,A
q81,3,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,D,A,D,microsoft/Phi-3.5-mini-instruct,0,0.7,C,C,A
q82,0,0.0,0.0,0.3333333333333333,0.6666666666666666,D,D,D,microsoft/Phi-3.5-mini-instruct,0,0.7,C,D,D
q82,1,0.0,0.0,0.6666666666666666,0.3333333333333333,C,C,D,microsoft/Phi-3.5-mini-instruct,0,0.7,C,D,D
q82,2,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,D,B,D,microsoft/Phi-3.5-mini-instruct,0,0.7,C,D,D
q82,3,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,D,A,D,microsoft/Phi-3.5-mini-instruct,0,0.7,C,D,D
q83,0,0.0,0.0,0.0,1.0,D,D,D,microsoft/Phi-3.5-mini-instruct,0,0.7,C,D,D
q83,1,0.0,0.0,1.0,0.0,C,C,D,microsoft/Phi-3.5-mini-instruct,0,0.7,C,D,D
q83,2,0.0,0.6666666666666666,0.0,0.3333333333333333,B,B,D,microsoft/Phi-3.5-mini-instruct,0,0.7,C,D,D
q83,3,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,D,A,D,microsoft/Phi-3.5-mini-instruct,0,0.7,C,D,D
q84,0,0.0,0.0,0.6666666666666666,0.3333333333333333,C,C,C,microsoft/Phi-3.5-mini-instruct,1,0.7,,C,C
q84,1,0.0,0.6666666666666666,0.0,0.3333333333333333,B,B,C,microsoft/Phi-3.5-mini-instruct,1,0.7,,C,C
q84,2,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,D,A,C,microsoft/Phi-3.5-mini-instruct,1,0.7,,C,C
q84,3,0.0,0.0,0.0,1.0,D,D,C,microsoft/Phi-3.5-mini-instruct,1,0.7,,C,C
q85,0,0.0,0.0,0.6666666666666666,0.3333333333333333,C,C,C,microsoft/Phi-3.5-mini-instruct,1,0.7,,C,C
q85,1,0.0,0.6666666666666666,0.0,0.3333333333333333,B,B,C,microsoft/Phi-3.5-mini-instruct,1,0.7,,C,C
q85,2,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,D,A,C,microsoft/Phi-3.5-mini-instruct,1,0.7,,C,C
q85,3,0.0,0.0,0.3333333333333333,0.6666666666666666,D,D,C,microsoft/Phi-3.5-mini-instruct,1,0.7,,C,C
q86,0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,D,D,D,microsoft/Phi-3.5-mini-instruct,0,0.7,D,B,B
q86,1,0.0,0.0,0.6666666666666666,0.3333333333333333,C,C,D,microsoft/Phi-3.5-mini-instruct,0,0.7,D,B,B
q86,2,0.3333333333333333,0.0,0.0,0.6666666666666666,D,B,D,microsoft/Phi-3.5-mini-instruct,0,0.7,D,B,B
q86,3,0.5,0.0,0.5,0.0,A,A,D,microsoft/Phi-3.5-mini-instruct,0,0.7,D,B,B
q87,0,0.0,0.0,0.0,1.0,D,D,D,microsoft/Phi-3.5-mini-instruct,1,0.7,,D,D
q87,1,0.0,0.0,0.6666666666666666,0.3333333333333333,C,C,D,microsoft/Phi-3.5-mini-instruct,1,0.7,,D,D
q87,2,0.0,0.6666666666666666,0.0,0.3333333333333333,B,B,D,microsoft/Phi-3.5-mini-instruct,1,0.7,,D,D
q87,3,0.6666666666666666,0.0,0.3333333333333333,0.0,A,A,D,microsoft/Phi-3.5-mini-instruct,1,0.7,,D,D
q88,0,0.0,0.0,0.3333333333333333,0.6666666666666666,D,D,D,microsoft/Phi-3.5-mini-instruct,0,0.7,C,D,D
q88,1,0.0,0.0,0.6666666666666666,0.3333333333333333,C,C,D,microsoft/Phi-3.5-mini-instruct,0,0.7,C,D,D
q88,2,0.0,0.6666666666666666,0.0,0.3333333333333333,B,B,D,microsoft/Phi-3.5-mini-instruct,0,0.7,C,D,D
q88,3,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,D,A,D,microsoft/Phi-3.5-mini-instruct,0,0.7,C,D,D
q89,0,0.0,0.0,0.6666666666666666,0.3333333333333333,C,D,D,microsoft/Phi-3.5-mini-instruct,0,0.7,C,C,A
q89,1,0.0,0.6666666666666666,0.0,0.3333333333333333,B,C,D,microsoft/Phi-3.5-mini-instruct,0,0.7,C,C,A
q89,2,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,D,B,D,microsoft/Phi-3.5-mini-instruct,0,0.7,C,C,A
q89,3,0.0,0.0,0.3333333333333333,0.6666666666666666,D,A,D,microsoft/Phi-3.5-mini-instruct,0,0.7,C,C,A
q90,0,0.6666666666666666,0.0,0.0,0.3333333333333333,A,A,A,microsoft/Phi-3.5-mini-instruct,1,0.7,,A,A
q90,1,0.0,0.0,0.0,1.0,D,D,A,microsoft/Phi-3.5-mini-instruct,1,0.7,,A,A
q90,2,0.0,0.0,0.6666666666666666,0.3333333333333333,C,C,A,microsoft/Phi-3.5-mini-instruct,1,0.7,,A,A
q90,3,0.0,0.6666666666666666,0.0,0.3333333333333333,B,B,A,microsoft/Phi-3.5-mini-instruct,1,0.7,,A,A
q91,0,0.0,0.0,0.6666666666666666,0.3333333333333333,C,C,C,microsoft/Phi-3.5-mini-instruct,1,0.7,,C,C
q91,1,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,D,B,C,microsoft/Phi-3.5-mini-instruct,1,0.7,,C,C
q91,2,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,D,A,C,microsoft/Phi-3.5-mini-instruct,1,0.7,,C,C
q91,3,0.0,0.0,0.3333333333333333,0.6666666666666666,D,D,C,microsoft/Phi-3.5-mini-instruct,1,0.7,,C,C
q92,0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,D,C,C,microsoft/Phi-3.5-mini-instruct,1,0.7,,B,B
q92,1,0.0,0.0,0.0,1.0,D,B,C,microsoft/Phi-3.5-mini-instruct,1,0.7,,B,B
q92,2,0.0,0.0,0.6666666666666666,0.3333333333333333,C,A,C,microsoft/Phi-3.5-mini-instruct,1,0.7,,B,B
q92,3,0.0,0.0,0.6666666666666666,0.3333333333333333,C,D,C,microsoft/Phi-3.5-mini-instruct,1,0.7,,B,B
q93,0,0.0,0.0,0.6666666666666666,0.3333333333333333,C,C,C,microsoft/Phi-3.5-mini-instruct,1,0.7,,C,C
q93,1,0.0,0.6666666666666666,0.0,0.3333333333333333,B,B,C,microsoft/Phi-3.5-mini-instruct,1,0.7,,C,C
q93,2,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,D,A,C,microsoft/Phi-3.5-mini-instruct,1,0.7,,C,C
q93,3,0.0,0.0,0.0,1.0,D,D,C,microsoft/Phi-3.5-mini-instruct,1,0.7,,C,C
q94,0,0.0,0.0,0.3333333333333333,0.6666666666666666,D,D,D,microsoft/Phi-3.5-mini-instruct,0,0.7,C,D,D
q94,1,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,D,C,D,microsoft/Phi-3.5-mini-instruct,0,0.7,C,D,D
q94,2,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,D,B,D,microsoft/Phi-3.5-mini-instruct,0,0.7,C,D,D
q94,3,0.6666666666666666,0.0,0.0,0.3333333333333333,A,A,D,microsoft/Phi-3.5-mini-instruct,0,0.7,C,D,D
q95,0,1.0,0.0,0.0,0.0,A,A,A,microsoft/Phi-3.5-mini-instruct,0,0.7,C,A,A
q95,1,0.0,0.0,0.0,1.0,D,D,A,microsoft/Phi-3.5-mini-instruct,0,0.7,C,A,A
q95,2,0.0,0.0,0.6666666666666666,0.3333333333333333,C,C,A,microsoft/Phi-3.5-mini-instruct,0,0.7,C,A,A
q95,3,0.0,1.0,0.0,0.0,B,B,A,microsoft/Phi-3.5-mini-instruct,0,0.7,C,A,A
q96,0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,D,A,A,microsoft/Phi-3.5-mini-instruct,0,0.7,D,C,A
q96,1,0.0,0.0,0.3333333333333333,0.6666666666666666,D,D,A,microsoft/Phi-3.5-mini-instruct,0,0.7,D,C,A
q96,2,0.0,0.0,0.6666666666666666,0.3333333333333333,C,C,A,microsoft/Phi-3.5-mini-instruct,0,0.7,D,C,A
q96,3,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,D,B,A,microsoft/Phi-3.5-mini-instruct,0,0.7,D,C,A
q97,0,0.0,0.0,0.0,1.0,D,D,D,microsoft/Phi-3.5-mini-instruct,0,0.7,C,D,D
q97,1,0.0,0.0,0.6666666666666666,0.3333333333333333,C,C,D,microsoft/Phi-3.5-mini-instruct,0,0.7,C,D,D
q97,2,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,D,B,D,microsoft/Phi-3.5-mini-instruct,0,0.7,C,D,D
q97,3,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,D,A,D,microsoft/Phi-3.5-mini-instruct,0,0.7,C,D,D
q98,0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,D,A,A,microsoft/Phi-3.5-mini-instruct,0,0.7,C,B,B
q98,1,0.0,0.0,0.3333333333333333,0.6666666666666666,D,D,A,microsoft/Phi-3.5-mini-instruct,0,0.7,C,B,B
q98,2,0.0,0.0,0.6666666666666666,0.3333333333333333,C,C,A,microsoft/Phi-3.5-mini-instruct,0,0.7,C,B,B
q98,3,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,D,B,A,microsoft/Phi-3.5-mini-instruct,0,0.7,C,B,B
q99,0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,D,B,B,microsoft/Phi-3.5-mini-instruct,1,0.7,,B,B
q99,1,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,D,A,B,microsoft/Phi-3.5-mini-instruct,1,0.7,,B,B
q99,2,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,D,D,B,microsoft/Phi-3.5-mini-instruct,1,0.7,,B,B
q99,3,0.0,0.0,0.6666666666666666,0.3333333333333333,C,C,B,microsoft/Phi-3.5-mini-instruct,1,0.7,,B,B
q100,0,0.0,0.0,0.6666666666666666,0.3333333333333333,C,C,C,microsoft/Phi-3.5-mini-instruct,1,0.7,C,C,C
q100,1,0.0,0.6666666666666666,0.0,0.3333333333333333,B,B,C,microsoft/Phi-3.5-mini-instruct,1,0.7,C,C,C
q100,2,0.6666666666666666,0.0,0.3333333333333333,0.0,A,A,C,microsoft/Phi-3.5-mini-instruct,1,0.7,C,C,C
q100,3,0.0,0.0,0.3333333333333333,0.6666666666666666,D,D,C,microsoft/Phi-3.5-mini-instruct,1,0.7,C,C,C
q101,0,0.0,0.0,0.3333333333333333,0.6666666666666666,D,D,D,microsoft/Phi-3.5-mini-instruct,0,0.7,C,D,D
q101,1,0.0,0.0,0.6666666666666666,0.3333333333333333,C,C,D,microsoft/Phi-3.5-mini-instruct,0,0.7,C,D,D
q101,2,0.0,0.6666666666666666,0.0,0.3333333333333333,B,B,D,microsoft/Phi-3.5-mini-instruct,0,0.7,C,D,D
q101,3,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,D,A,D,microsoft/Phi-3.5-mini-instruct,0,0.7,C,D,D
q102,0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,D,D,D,microsoft/Phi-3.5-mini-instruct,0,0.7,D,D,B
q102,1,0.0,0.0,0.6666666666666666,0.3333333333333333,C,C,D,microsoft/Phi-3.5-mini-instruct,0,0.7,D,D,B
