question_id,permutation_idx,prob_A,prob_B,prob_C,prob_D,predicted_answer,correct_position,model,is_correct_fixed,debiased_predicted_answer,debiased_is_correct
q818,1,0.0,0.0,0.0,1.0,D,C,llama3.2:latest,0,D,0
q818,2,0.0,0.0,1.0,0.0,C,B,llama3.2:latest,0,C,0
q818,3,0.0,1.0,0.0,0.0,B,A,llama3.2:latest,0,B,0
q819,0,0.0,0.0,0.0,0.0,,D,llama3.2:latest,0,D,1
q819,1,0.0,0.0,0.0,0.0,,C,llama3.2:latest,0,D,0
q819,2,0.0,0.0,0.0,0.0,,B,llama3.2:latest,0,D,0
q819,3,0.0,0.0,0.0,0.0,,A,llama3.2:latest,0,D,0
q831,0,0.0,0.6666666666666666,0.0,0.3333333333333333,B,D,llama3.2:latest,0,D,1
q831,1,0.0,0.0,1.0,0.0,C,C,llama3.2:latest,1,C,1
q831,2,0.0,1.0,0.0,0.0,B,B,llama3.2:latest,1,B,1
q831,3,0.0,0.0,0.0,0.0,,A,llama3.2:latest,0,D,0
q850,0,1.0,0.0,0.0,0.0,A,D,llama3.2:latest,0,A,0
q850,1,0.0,0.0,0.0,0.0,,C,llama3.2:latest,0,D,0
q850,2,0.0,0.0,0.0,1.0,D,B,llama3.2:latest,0,D,0
q850,3,1.0,0.0,0.0,0.0,A,A,llama3.2:latest,1,A,1
q857,0,0.3333333333333333,0.0,0.6666666666666666,0.0,C,A,llama3.2:latest,0,A,1
q857,1,1.0,0.0,0.0,0.0,A,D,llama3.2:latest,0,A,0
q857,2,0.0,0.0,1.0,0.0,C,C,llama3.2:latest,1,C,1
q857,3,1.0,0.0,0.0,0.0,A,B,llama3.2:latest,0,A,0
q860,0,0.0,0.0,1.0,0.0,C,B,llama3.2:latest,0,C,0
q860,1,0.0,0.0,0.0,0.0,,A,llama3.2:latest,0,D,0
q860,2,0.0,0.0,0.0,0.0,,D,llama3.2:latest,0,D,1
q860,3,0.0,0.0,0.0,0.0,,C,llama3.2:latest,0,D,0
q870,0,0.0,0.0,0.0,0.0,,D,llama3.2:latest,0,D,1
q870,1,0.0,0.0,0.0,0.0,,C,llama3.2:latest,0,D,0
q870,2,0.0,0.0,0.0,0.0,,B,llama3.2:latest,0,D,0
q870,3,0.0,0.0,0.0,0.0,,A,llama3.2:latest,0,D,0
q871,0,0.0,0.0,0.0,0.0,,D,llama3.2:latest,0,D,1
q871,1,0.0,0.0,1.0,0.0,C,C,llama3.2:latest,1,C,1
q871,2,0.0,0.0,0.0,0.0,,B,llama3.2:latest,0,D,0
q871,3,0.0,0.0,0.0,0.0,,A,llama3.2:latest,0,D,0
q896,0,0.6666666666666666,0.0,0.3333333333333333,0.0,A,C,llama3.2:latest,0,A,0
q896,1,0.0,0.0,1.0,0.0,C,B,llama3.2:latest,0,C,0
q896,2,1.0,0.0,0.0,0.0,A,A,llama3.2:latest,1,A,1
q896,3,0.0,0.0,0.0,1.0,D,D,llama3.2:latest,1,D,1
q898,0,0.0,0.0,0.0,0.0,,D,llama3.2:latest,0,D,1
q898,1,0.0,0.0,1.0,0.0,C,C,llama3.2:latest,1,C,1
q898,2,0.0,1.0,0.0,0.0,B,B,llama3.2:latest,1,B,1
q898,3,0.0,0.0,0.0,0.0,,A,llama3.2:latest,0,D,0
q908,0,0.0,0.0,0.0,0.0,,A,llama3.2:latest,0,D,0
q908,1,0.0,0.0,0.0,0.0,,D,llama3.2:latest,0,D,1
q908,2,0.0,0.0,0.0,0.0,,C,llama3.2:latest,0,D,0
q908,3,0.0,0.0,0.0,0.0,,B,llama3.2:latest,0,D,0
q910,0,0.0,0.0,0.0,0.0,,D,llama3.2:latest,0,D,1
q910,1,0.0,0.0,1.0,0.0,C,C,llama3.2:latest,1,C,1
q910,2,0.0,1.0,0.0,0.0,B,B,llama3.2:latest,1,B,1
q910,3,1.0,0.0,0.0,0.0,A,A,llama3.2:latest,1,A,1
q918,0,0.3333333333333333,0.0,0.6666666666666666,0.0,C,A,llama3.2:latest,0,A,1
q918,1,0.0,1.0,0.0,0.0,B,D,llama3.2:latest,0,B,0
q918,2,0.0,0.0,1.0,0.0,C,C,llama3.2:latest,1,C,1
q918,3,0.0,1.0,0.0,0.0,B,B,llama3.2:latest,1,B,1
q920,0,0.0,0.0,0.0,0.0,,B,llama3.2:latest,0,D,0
q920,1,0.0,0.0,0.0,0.0,,A,llama3.2:latest,0,D,0
q920,2,0.0,0.0,0.0,0.0,,D,llama3.2:latest,0,D,1
q920,3,0.0,0.0,0.0,0.0,,C,llama3.2:latest,0,D,0
q923,0,0.6666666666666666,0.3333333333333333,0.0,0.0,A,B,llama3.2:latest,0,A,0
q923,1,1.0,0.0,0.0,0.0,A,A,llama3.2:latest,1,A,1
q923,2,0.3333333333333333,0.0,0.0,0.6666666666666666,D,D,llama3.2:latest,1,D,1
q923,3,1.0,0.0,0.0,0.0,A,C,llama3.2:latest,0,A,0
q928,0,0.0,0.6666666666666666,0.3333333333333333,0.0,B,A,llama3.2:latest,0,B,0
q928,1,0.0,1.0,0.0,0.0,B,D,llama3.2:latest,0,B,0
q928,2,0.0,0.0,1.0,0.0,C,C,llama3.2:latest,1,C,1
q928,3,0.0,1.0,0.0,0.0,B,B,llama3.2:latest,1,B,1
q951,0,0.3333333333333333,0.6666666666666666,0.0,0.0,B,D,llama3.2:latest,0,B,0
q951,1,0.0,0.0,0.0,0.0,,C,llama3.2:latest,0,D,0
q951,2,0.0,0.0,0.0,0.0,,B,llama3.2:latest,0,D,0
q951,3,0.0,1.0,0.0,0.0,B,A,llama3.2:latest,0,B,0
q996,0,0.0,0.3333333333333333,0.6666666666666666,0.0,C,B,llama3.2:latest,0,B,1
q996,1,0.0,1.0,0.0,0.0,B,A,llama3.2:latest,0,B,0
q996,2,0.0,0.0,0.0,1.0,D,D,llama3.2:latest,1,D,1
q996,3,0.0,0.0,0.0,1.0,D,C,llama3.2:latest,0,D,0
q997,0,0.0,0.3333333333333333,0.0,0.6666666666666666,D,B,llama3.2:latest,0,D,0
q997,1,0.0,0.0,1.0,0.0,C,A,llama3.2:latest,0,C,0
q997,2,0.0,0.0,0.0,1.0,D,D,llama3.2:latest,1,D,1
q997,3,0.0,0.0,1.0,0.0,C,C,llama3.2:latest,1,C,1
q1000,0,0.6666666666666666,0.0,0.3333333333333333,0.0,A,A,llama3.2:latest,1,A,1
q1000,1,0.0,1.0,0.0,0.0,B,D,llama3.2:latest,0,B,0
q1000,2,0.0,0.0,1.0,0.0,C,C,llama3.2:latest,1,C,1
q1000,3,0.0,0.0,1.0,0.0,C,B,llama3.2:latest,0,C,0
q1018,0,0.3333333333333333,0.6666666666666666,0.0,0.0,B,A,llama3.2:latest,0,B,0
q1018,1,0.0,0.0,0.0,1.0,D,D,llama3.2:latest,1,D,1
q1018,2,0.0,1.0,0.0,0.0,B,C,llama3.2:latest,0,B,0
q1018,3,0.0,0.0,1.0,0.0,C,B,llama3.2:latest,0,C,0
q1024,0,0.0,0.6666666666666666,0.3333333333333333,0.0,B,D,llama3.2:latest,0,B,0
q1024,1,0.0,0.0,1.0,0.0,C,C,llama3.2:latest,1,C,1
q1024,2,0.0,1.0,0.0,0.0,B,B,llama3.2:latest,1,B,1
q1024,3,0.0,0.0,1.0,0.0,C,A,llama3.2:latest,0,C,0
q1029,0,0.0,0.0,0.0,0.0,,B,llama3.2:latest,0,D,0
q1029,1,0.0,0.0,0.0,0.0,,A,llama3.2:latest,0,D,0
q1029,2,0.0,0.0,0.0,0.0,,D,llama3.2:latest,0,D,1
q1029,3,0.0,0.0,0.0,0.0,,C,llama3.2:latest,0,D,0
q1035,0,0.3333333333333333,0.6666666666666666,0.0,0.0,B,A,llama3.2:latest,0,B,0
q1035,1,0.0,0.0,0.0,1.0,D,D,llama3.2:latest,1,D,1
q1035,2,0.0,0.0,1.0,0.0,C,C,llama3.2:latest,1,C,1
q1035,3,0.0,1.0,0.0,0.0,B,B,llama3.2:latest,1,B,1
q1037,0,0.0,0.0,0.0,0.0,,D,llama3.2:latest,0,D,1
q1037,1,0.0,0.0,1.0,0.0,C,C,llama3.2:latest,1,C,1
q1037,2,0.0,1.0,0.0,0.0,B,B,llama3.2:latest,1,B,1
q1037,3,1.0,0.0,0.0,0.0,A,A,llama3.2:latest,1,A,1
q1051,0,0.0,0.0,0.0,0.0,,D,llama3.2:latest,0,D,1
q1051,1,0.0,0.0,1.0,0.0,C,C,llama3.2:latest,1,C,1
q1051,2,0.0,0.0,0.0,0.0,,B,llama3.2:latest,0,D,0
q1051,3,0.0,0.0,0.0,0.0,,A,llama3.2:latest,0,D,0
q1058,0,0.0,0.0,0.0,0.0,,B,llama3.2:latest,0,D,0
q1058,1,0.0,0.0,0.0,0.0,,A,llama3.2:latest,0,D,0
q1058,2,0.0,0.0,0.0,0.0,,D,llama3.2:latest,0,D,1
q1058,3,0.0,0.0,0.0,0.0,,C,llama3.2:latest,0,D,0
q1075,0,0.0,0.3333333333333333,0.6666666666666666,0.0,C,D,llama3.2:latest,0,B,0
q1075,1,0.0,1.0,0.0,0.0,B,C,llama3.2:latest,0,B,0
q1075,2,0.0,1.0,0.0,0.0,B,B,llama3.2:latest,1,B,1
q1075,3,0.0,1.0,0.0,0.0,B,A,llama3.2:latest,0,B,0
q1094,0,0.0,0.0,0.0,0.0,,C,llama3.2:latest,0,D,0
q1094,1,0.0,0.0,1.0,0.0,C,B,llama3.2:latest,0,C,0
q1094,2,0.0,1.0,0.0,0.0,B,A,llama3.2:latest,0,B,0
q1094,3,0.0,1.0,0.0,0.0,B,D,llama3.2:latest,0,B,0
q1096,0,0.0,0.6666666666666666,0.0,0.3333333333333333,B,B,llama3.2:latest,1,D,0
q1096,1,0.0,0.0,1.0,0.0,C,A,llama3.2:latest,0,C,0
q1096,2,0.0,0.0,0.0,1.0,D,D,llama3.2:latest,1,D,1
q1096,3,0.0,0.0,1.0,0.0,C,C,llama3.2:latest,1,C,1
q1099,0,0.0,0.0,0.0,0.0,,B,llama3.2:latest,0,D,0
q1099,1,0.0,0.0,0.0,0.0,,A,llama3.2:latest,0,D,0
q1099,2,0.0,0.0,0.0,0.0,,D,llama3.2:latest,0,D,1
q1099,3,0.0,0.0,0.0,0.0,,C,llama3.2:latest,0,D,0
q1106,0,0.0,0.0,0.0,0.0,,B,llama3.2:latest,0,D,0
q1106,1,0.0,0.0,0.0,0.0,,A,llama3.2:latest,0,D,0
q1106,2,0.0,0.0,0.0,0.0,,D,llama3.2:latest,0,D,1
q1106,3,0.0,0.0,0.0,0.0,,C,llama3.2:latest,0,D,0
q1113,0,0.6666666666666666,0.0,0.0,0.3333333333333333,A,D,llama3.2:latest,0,D,1
q1113,1,0.0,0.0,1.0,0.0,C,C,llama3.2:latest,1,C,1
q1113,2,0.0,0.0,1.0,0.0,C,B,llama3.2:latest,0,C,0
q1113,3,0.0,1.0,0.0,0.0,B,A,llama3.2:latest,0,B,0
q1118,0,0.0,0.0,0.0,0.0,,C,llama3.2:latest,0,D,0
q1118,1,0.0,0.0,0.0,0.0,,B,llama3.2:latest,0,D,0
q1118,2,0.0,0.0,0.0,0.0,,A,llama3.2:latest,0,D,0
q1118,3,0.0,0.0,1.0,0.0,C,D,llama3.2:latest,0,C,0
q1132,0,0.0,0.0,0.0,0.0,,D,llama3.2:latest,0,D,1
q1132,1,0.0,0.0,1.0,0.0,C,C,llama3.2:latest,1,C,1
q1132,2,0.0,1.0,0.0,0.0,B,B,llama3.2:latest,1,B,1
q1132,3,0.0,0.0,0.0,0.0,,A,llama3.2:latest,0,D,0
q1140,0,0.6666666666666666,0.0,0.3333333333333333,0.0,A,C,llama3.2:latest,0,A,0
q1140,1,0.0,1.0,0.0,0.0,B,B,llama3.2:latest,1,B,1
q1140,2,1.0,0.0,0.0,0.0,A,A,llama3.2:latest,1,A,1
q1140,3,0.0,0.0,0.0,1.0,D,D,llama3.2:latest,1,D,1
q1148,0,0.6666666666666666,0.3333333333333333,0.0,0.0,A,C,llama3.2:latest,0,A,0
q1148,1,1.0,0.0,0.0,0.0,A,B,llama3.2:latest,0,A,0
q1148,2,1.0,0.0,0.0,0.0,A,A,llama3.2:latest,1,A,1
q1148,3,1.0,0.0,0.0,0.0,A,D,llama3.2:latest,0,A,0
q1151,0,0.3333333333333333,0.6666666666666666,0.0,0.0,B,D,llama3.2:latest,0,B,0
q1151,1,0.0,0.0,1.0,0.0,C,C,llama3.2:latest,1,C,1
q1151,2,0.0,1.0,0.0,0.0,B,B,llama3.2:latest,1,B,1
q1151,3,1.0,0.0,0.0,0.0,A,A,llama3.2:latest,1,A,1
q1155,0,0.0,0.0,0.0,0.0,,D,llama3.2:latest,0,D,1
q1155,1,0.0,0.0,0.0,0.0,,C,llama3.2:latest,0,D,0
q1155,2,0.0,1.0,0.0,0.0,B,B,llama3.2:latest,1,B,1
q1155,3,0.0,0.0,0.0,0.0,,A,llama3.2:latest,0,D,0
q1156,0,0.0,1.0,0.0,0.0,B,D,llama3.2:latest,0,B,0
q1156,1,0.0,0.0,1.0,0.0,C,C,llama3.2:latest,1,C,1
q1156,2,0.0,0.0,0.0,0.0,,B,llama3.2:latest,0,D,0
q1156,3,0.0,0.0,0.0,0.0,,A,llama3.2:latest,0,D,0
q1167,0,0.0,0.0,0.0,0.0,,B,llama3.2:latest,0,D,0
q1167,1,0.0,0.0,0.0,0.0,,A,llama3.2:latest,0,D,0
q1167,2,0.0,0.0,0.0,0.0,,D,llama3.2:latest,0,D,1
q1167,3,0.0,0.0,1.0,0.0,C,C,llama3.2:latest,1,C,1
q1172,0,0.6666666666666666,0.3333333333333333,0.0,0.0,A,A,llama3.2:latest,1,A,1
q1172,1,1.0,0.0,0.0,0.0,A,D,llama3.2:latest,0,A,0
q1172,2,1.0,0.0,0.0,0.0,A,C,llama3.2:latest,0,A,0
q1172,3,0.0,0.0,1.0,0.0,C,B,llama3.2:latest,0,C,0
