question_id,permutation_idx,prob_A,prob_B,prob_C,prob_D,predicted_answer,correct_position,correct_answer,model,temperature
q67,3,0.0,0.0,1.0,0.0,C,B,A,Qwen/Qwen2.5-7B-Instruct,0.5
q68,0,0.0,1.0,0.0,0.0,B,B,B,Qwen/Qwen2.5-7B-Instruct,0.5
q68,1,1.0,0.0,0.0,0.0,A,A,B,Qwen/Qwen2.5-7B-Instruct,0.5
q68,2,0.0,0.0,0.0,1.0,D,D,B,Qwen/Qwen2.5-7B-Instruct,0.5
q68,3,0.0,0.0,1.0,0.0,C,C,B,Qwen/Qwen2.5-7B-Instruct,0.5
q69,0,0.0,1.0,0.0,0.0,B,B,B,Qwen/Qwen2.5-7B-Instruct,0.5
q69,1,0.0,1.0,0.0,0.0,B,A,B,Qwen/Qwen2.5-7B-Instruct,0.5
q69,2,0.0,0.0,0.0,1.0,D,D,B,Qwen/Qwen2.5-7B-Instruct,0.5
q69,3,0.0,0.0,0.0,1.0,D,C,B,Qwen/Qwen2.5-7B-Instruct,0.5
q70,0,1.0,0.0,0.0,0.0,A,A,A,Qwen/Qwen2.5-7B-Instruct,0.5
q70,1,0.0,0.0,0.0,1.0,D,D,A,Qwen/Qwen2.5-7B-Instruct,0.5
q70,2,0.0,0.0,1.0,0.0,C,C,A,Qwen/Qwen2.5-7B-Instruct,0.5
q70,3,0.0,1.0,0.0,0.0,B,B,A,Qwen/Qwen2.5-7B-Instruct,0.5
q71,0,0.0,0.0,0.0,1.0,D,D,D,Qwen/Qwen2.5-7B-Instruct,0.5
q71,1,0.0,0.0,1.0,0.0,C,C,D,Qwen/Qwen2.5-7B-Instruct,0.5
q71,2,0.0,1.0,0.0,0.0,B,B,D,Qwen/Qwen2.5-7B-Instruct,0.5
q71,3,1.0,0.0,0.0,0.0,A,A,D,Qwen/Qwen2.5-7B-Instruct,0.5
q72,0,1.0,0.0,0.0,0.0,A,A,A,Qwen/Qwen2.5-7B-Instruct,0.5
q72,1,1.0,0.0,0.0,0.0,A,D,A,Qwen/Qwen2.5-7B-Instruct,0.5
q72,2,0.0,0.0,0.0,1.0,D,C,A,Qwen/Qwen2.5-7B-Instruct,0.5
q72,3,0.0,0.0,1.0,0.0,C,B,A,Qwen/Qwen2.5-7B-Instruct,0.5
q73,0,1.0,0.0,0.0,0.0,A,D,D,Qwen/Qwen2.5-7B-Instruct,0.5
q73,1,1.0,0.0,0.0,0.0,A,C,D,Qwen/Qwen2.5-7B-Instruct,0.5
q73,2,1.0,0.0,0.0,0.0,A,B,D,Qwen/Qwen2.5-7B-Instruct,0.5
q73,3,0.0,1.0,0.0,0.0,B,A,D,Qwen/Qwen2.5-7B-Instruct,0.5
q74,0,0.0,1.0,0.0,0.0,B,C,C,Qwen/Qwen2.5-7B-Instruct,0.5
q74,1,1.0,0.0,0.0,0.0,A,B,C,Qwen/Qwen2.5-7B-Instruct,0.5
q74,2,0.0,0.0,0.0,1.0,D,A,C,Qwen/Qwen2.5-7B-Instruct,0.5
q74,3,1.0,0.0,0.0,0.0,A,D,C,Qwen/Qwen2.5-7B-Instruct,0.5
q75,0,0.0,0.0,0.0,1.0,D,D,D,Qwen/Qwen2.5-7B-Instruct,0.5
q75,1,1.0,0.0,0.0,0.0,A,C,D,Qwen/Qwen2.5-7B-Instruct,0.5
q75,2,1.0,0.0,0.0,0.0,A,B,D,Qwen/Qwen2.5-7B-Instruct,0.5
q75,3,1.0,0.0,0.0,0.0,A,A,D,Qwen/Qwen2.5-7B-Instruct,0.5
q76,0,0.0,0.0,1.0,0.0,C,C,C,Qwen/Qwen2.5-7B-Instruct,0.5
q76,1,0.0,1.0,0.0,0.0,B,B,C,Qwen/Qwen2.5-7B-Instruct,0.5
q76,2,1.0,0.0,0.0,0.0,A,A,C,Qwen/Qwen2.5-7B-Instruct,0.5
q76,3,0.0,0.0,0.0,1.0,D,D,C,Qwen/Qwen2.5-7B-Instruct,0.5
q77,0,1.0,0.0,0.0,0.0,A,A,A,Qwen/Qwen2.5-7B-Instruct,0.5
q77,1,0.0,0.0,0.0,1.0,D,D,A,Qwen/Qwen2.5-7B-Instruct,0.5
q77,2,0.0,0.0,1.0,0.0,C,C,A,Qwen/Qwen2.5-7B-Instruct,0.5
q77,3,0.0,1.0,0.0,0.0,B,B,A,Qwen/Qwen2.5-7B-Instruct,0.5
q78,0,0.0,0.0,0.0,1.0,D,B,B,Qwen/Qwen2.5-7B-Instruct,0.5
q78,1,1.0,0.0,0.0,0.0,A,A,B,Qwen/Qwen2.5-7B-Instruct,0.5
q78,2,1.0,0.0,0.0,0.0,A,D,B,Qwen/Qwen2.5-7B-Instruct,0.5
q78,3,1.0,0.0,0.0,0.0,A,C,B,Qwen/Qwen2.5-7B-Instruct,0.5
q79,0,1.0,0.0,0.0,0.0,A,C,C,Qwen/Qwen2.5-7B-Instruct,0.5
q79,1,0.0,0.0,0.0,1.0,D,B,C,Qwen/Qwen2.5-7B-Instruct,0.5
q79,2,1.0,0.0,0.0,0.0,A,A,C,Qwen/Qwen2.5-7B-Instruct,0.5
q79,3,1.0,0.0,0.0,0.0,A,D,C,Qwen/Qwen2.5-7B-Instruct,0.5
q80,0,0.0,0.0,0.0,1.0,D,D,D,Qwen/Qwen2.5-7B-Instruct,0.5
q80,1,0.0,1.0,0.0,0.0,B,C,D,Qwen/Qwen2.5-7B-Instruct,0.5
q80,2,0.0,1.0,0.0,0.0,B,B,D,Qwen/Qwen2.5-7B-Instruct,0.5
q80,3,0.0,0.0,0.0,1.0,D,A,D,Qwen/Qwen2.5-7B-Instruct,0.5
q81,0,0.0,0.0,0.0,1.0,D,B,B,Qwen/Qwen2.5-7B-Instruct,0.5
q81,1,0.0,0.0,0.0,1.0,D,A,B,Qwen/Qwen2.5-7B-Instruct,0.5
q81,2,0.0,0.0,1.0,0.0,C,D,B,Qwen/Qwen2.5-7B-Instruct,0.5
q81,3,0.0,0.0,1.0,0.0,C,C,B,Qwen/Qwen2.5-7B-Instruct,0.5
q82,0,0.0,0.0,1.0,0.0,C,C,C,Qwen/Qwen2.5-7B-Instruct,0.5
q82,1,0.0,1.0,0.0,0.0,B,B,C,Qwen/Qwen2.5-7B-Instruct,0.5
q82,2,1.0,0.0,0.0,0.0,A,A,C,Qwen/Qwen2.5-7B-Instruct,0.5
q82,3,0.0,0.0,0.0,1.0,D,D,C,Qwen/Qwen2.5-7B-Instruct,0.5
q83,0,0.0,0.0,0.0,1.0,D,D,D,Qwen/Qwen2.5-7B-Instruct,0.5
q83,1,0.0,0.0,1.0,0.0,C,C,D,Qwen/Qwen2.5-7B-Instruct,0.5
q83,2,0.0,1.0,0.0,0.0,B,B,D,Qwen/Qwen2.5-7B-Instruct,0.5
q83,3,1.0,0.0,0.0,0.0,A,A,D,Qwen/Qwen2.5-7B-Instruct,0.5
q84,0,1.0,0.0,0.0,0.0,A,A,A,Qwen/Qwen2.5-7B-Instruct,0.5
q84,1,0.0,0.0,0.0,1.0,D,D,A,Qwen/Qwen2.5-7B-Instruct,0.5
q84,2,0.0,0.0,1.0,0.0,C,C,A,Qwen/Qwen2.5-7B-Instruct,0.5
q84,3,0.0,1.0,0.0,0.0,B,B,A,Qwen/Qwen2.5-7B-Instruct,0.5
q85,0,1.0,0.0,0.0,0.0,A,D,D,Qwen/Qwen2.5-7B-Instruct,0.5
q85,1,1.0,0.0,0.0,0.0,A,C,D,Qwen/Qwen2.5-7B-Instruct,0.5
q85,2,0.0,1.0,0.0,0.0,B,B,D,Qwen/Qwen2.5-7B-Instruct,0.5
q85,3,1.0,0.0,0.0,0.0,A,A,D,Qwen/Qwen2.5-7B-Instruct,0.5
q86,0,0.0,0.0,0.0,1.0,D,D,D,Qwen/Qwen2.5-7B-Instruct,0.5
q86,1,0.0,0.0,1.0,0.0,C,C,D,Qwen/Qwen2.5-7B-Instruct,0.5
q86,2,0.0,1.0,0.0,0.0,B,B,D,Qwen/Qwen2.5-7B-Instruct,0.5
q86,3,1.0,0.0,0.0,0.0,A,A,D,Qwen/Qwen2.5-7B-Instruct,0.5
q87,0,1.0,0.0,0.0,0.0,A,A,A,Qwen/Qwen2.5-7B-Instruct,0.5
q87,1,0.0,0.0,0.0,1.0,D,D,A,Qwen/Qwen2.5-7B-Instruct,0.5
q87,2,0.0,0.0,1.0,0.0,C,C,A,Qwen/Qwen2.5-7B-Instruct,0.5
q87,3,0.0,1.0,0.0,0.0,B,B,A,Qwen/Qwen2.5-7B-Instruct,0.5
q88,0,0.0,0.0,1.0,0.0,C,B,B,Qwen/Qwen2.5-7B-Instruct,0.5
q88,1,0.0,1.0,0.0,0.0,B,A,B,Qwen/Qwen2.5-7B-Instruct,0.5
q88,2,1.0,0.0,0.0,0.0,A,D,B,Qwen/Qwen2.5-7B-Instruct,0.5
q88,3,0.0,0.0,0.0,1.0,D,C,B,Qwen/Qwen2.5-7B-Instruct,0.5
q89,0,0.0,1.0,0.0,0.0,B,C,C,Qwen/Qwen2.5-7B-Instruct,0.5
q89,1,0.0,1.0,0.0,0.0,B,B,C,Qwen/Qwen2.5-7B-Instruct,0.5
q89,2,0.0,1.0,0.0,0.0,B,A,C,Qwen/Qwen2.5-7B-Instruct,0.5
q89,3,1.0,0.0,0.0,0.0,A,D,C,Qwen/Qwen2.5-7B-Instruct,0.5
q90,0,1.0,0.0,0.0,0.0,A,A,A,Qwen/Qwen2.5-7B-Instruct,0.5
q90,1,0.0,0.0,0.0,1.0,D,D,A,Qwen/Qwen2.5-7B-Instruct,0.5
q90,2,0.0,0.0,1.0,0.0,C,C,A,Qwen/Qwen2.5-7B-Instruct,0.5
q90,3,0.0,1.0,0.0,0.0,B,B,A,Qwen/Qwen2.5-7B-Instruct,0.5
q91,0,0.0,0.0,1.0,0.0,C,C,C,Qwen/Qwen2.5-7B-Instruct,0.5
q91,1,0.0,1.0,0.0,0.0,B,B,C,Qwen/Qwen2.5-7B-Instruct,0.5
q91,2,0.0,1.0,0.0,0.0,B,A,C,Qwen/Qwen2.5-7B-Instruct,0.5
q91,3,0.0,0.0,0.0,1.0,D,D,C,Qwen/Qwen2.5-7B-Instruct,0.5
q92,0,0.0,1.0,0.0,0.0,B,C,C,Qwen/Qwen2.5-7B-Instruct,0.5
q92,1,1.0,0.0,0.0,0.0,A,B,C,Qwen/Qwen2.5-7B-Instruct,0.5
q92,2,1.0,0.0,0.0,0.0,A,A,C,Qwen/Qwen2.5-7B-Instruct,0.5
q92,3,0.0,0.0,0.0,1.0,D,D,C,Qwen/Qwen2.5-7B-Instruct,0.5
q93,0,0.0,1.0,0.0,0.0,B,B,B,Qwen/Qwen2.5-7B-Instruct,0.5
q93,1,1.0,0.0,0.0,0.0,A,A,B,Qwen/Qwen2.5-7B-Instruct,0.5
q93,2,0.0,0.0,0.0,1.0,D,D,B,Qwen/Qwen2.5-7B-Instruct,0.5
q93,3,0.0,0.0,1.0,0.0,C,C,B,Qwen/Qwen2.5-7B-Instruct,0.5
q94,0,0.0,0.0,1.0,0.0,C,C,C,Qwen/Qwen2.5-7B-Instruct,0.5
q94,1,0.0,1.0,0.0,0.0,B,B,C,Qwen/Qwen2.5-7B-Instruct,0.5
q94,2,1.0,0.0,0.0,0.0,A,A,C,Qwen/Qwen2.5-7B-Instruct,0.5
q94,3,0.0,0.0,0.0,1.0,D,D,C,Qwen/Qwen2.5-7B-Instruct,0.5
q95,0,1.0,0.0,0.0,0.0,A,D,D,Qwen/Qwen2.5-7B-Instruct,0.5
q95,1,1.0,0.0,0.0,0.0,A,C,D,Qwen/Qwen2.5-7B-Instruct,0.5
q95,2,0.0,0.0,0.0,1.0,D,B,D,Qwen/Qwen2.5-7B-Instruct,0.5
q95,3,0.0,0.0,1.0,0.0,C,A,D,Qwen/Qwen2.5-7B-Instruct,0.5
q96,0,1.0,0.0,0.0,0.0,A,A,A,Qwen/Qwen2.5-7B-Instruct,0.5
q96,1,0.0,0.0,0.0,1.0,D,D,A,Qwen/Qwen2.5-7B-Instruct,0.5
q96,2,0.0,0.0,1.0,0.0,C,C,A,Qwen/Qwen2.5-7B-Instruct,0.5
q96,3,0.0,1.0,0.0,0.0,B,B,A,Qwen/Qwen2.5-7B-Instruct,0.5
q97,0,1.0,0.0,0.0,0.0,A,A,A,Qwen/Qwen2.5-7B-Instruct,0.5
q97,1,0.0,0.0,0.0,1.0,D,D,A,Qwen/Qwen2.5-7B-Instruct,0.5
q97,2,0.0,0.0,0.0,1.0,D,C,A,Qwen/Qwen2.5-7B-Instruct,0.5
q97,3,0.0,1.0,0.0,0.0,B,B,A,Qwen/Qwen2.5-7B-Instruct,0.5
q98,0,1.0,0.0,0.0,0.0,A,D,D,Qwen/Qwen2.5-7B-Instruct,0.5
q98,1,0.0,0.0,0.0,1.0,D,C,D,Qwen/Qwen2.5-7B-Instruct,0.5
q98,2,0.0,0.0,1.0,0.0,C,B,D,Qwen/Qwen2.5-7B-Instruct,0.5
q98,3,0.0,1.0,0.0,0.0,B,A,D,Qwen/Qwen2.5-7B-Instruct,0.5
q99,0,0.0,0.0,1.0,0.0,C,C,C,Qwen/Qwen2.5-7B-Instruct,0.5
q99,1,0.0,1.0,0.0,0.0,B,B,C,Qwen/Qwen2.5-7B-Instruct,0.5
q99,2,1.0,0.0,0.0,0.0,A,A,C,Qwen/Qwen2.5-7B-Instruct,0.5
q99,3,1.0,0.0,0.0,0.0,A,D,C,Qwen/Qwen2.5-7B-Instruct,0.5
q100,0,0.0,0.0,0.0,1.0,D,D,D,Qwen/Qwen2.5-7B-Instruct,0.5
q100,1,0.0,0.0,1.0,0.0,C,C,D,Qwen/Qwen2.5-7B-Instruct,0.5
q100,2,0.0,1.0,0.0,0.0,B,B,D,Qwen/Qwen2.5-7B-Instruct,0.5
q100,3,1.0,0.0,0.0,0.0,A,A,D,Qwen/Qwen2.5-7B-Instruct,0.5
