id,question,option_a,option_b,option_c,option_d,answer
2015_q38,Which of the following statements about phishing email is/are correct? (1) Phishing email is a type of advertisement that a company sends out to target recipients. (2) Phishing email is typically carried out by sending target recipients an email with a fake web site to acquire their personal information. (3) Target recipients will not be able to use their computers for a few days after a phishing attack.,(1) only,(2) only,(1) and (3) only,(2) and (3) only,B
2015_q39,Recently some countries have attracted more females to study ICT courses and to work in the ICT industry. What is the benefit of this policy?,Widen the digital divide.,Reduce the computer crime rate.,Increase the salary.,Expand ICT innovations.,D
2015_q40,Which of the following functions is provided by a typical Internet browser?,Block unauthorised access to the computer.,Generate a public key.,Prevent attack from computer virus.,Support the Secure Sockets Layer (SSL) in online transactions.,D
2016_q1,"In a spreadsheet, 5-digit membership numbers for a sports club, 00001, 00002, …, 99999, are entered in some cells. Which of the following cell formats should be used?",General format,Number format,Text format,Scientific notation format,C
2016_q2,"In a device, 8 bits and 16 bits are used to store a character and an integer respectively. How many bytes are required to store the string 'HKDSE5'?",6 bytes,7 bytes,48 bytes,56 bytes,A
2016_q3,Study the following three SQL commands. SELECT * FROM MEMBER; SELECT * FROM MEMBER WHERE age <= 40; SELECT * FROM MEMBER WHERE age >= 20; The results of the three SQL commands are the same. Which of the following is/are the possible cause(s)? (1) MEMBER is empty. (2) The values of the field age in MEMBER range from 20 to 40 inclusive. (3) age is the only field in MEMBER.,(1) only,(3) only,(1) and (2) only,(2) and (3) only,C
2016_q4,"Mary produces daily sales reports for a supermarket on a word processor, using the data and charts stored in several spreadsheet files. The data and charts are updated frequently. Which of the following is most helpful to her?",Mail merge,'what-if' scenarios,Object linking and embedding,SQL,C
2016_q5,A code consists of 6 digits where the digit on the far right is a check digit. The check digit method used for the code is that the sum of all 6 digits is divisible by 10. Which of the following codes is valid?,246822,246824,246826,246828,D
2016_q6,Mary creates a compressed file containing image files stored in several folders. She uploads the compressed file to the Internet for sharing with her friends. What are the benefits of using a compressed file? (1) The folder structure can be maintained. (2) Mary's friends can preview the images before downloading the compressed file. (3) The compressed file can be protected by password.,(1) and (2) only,(1) and (3) only,(2) and (3) only,"(1), (2) and (3)",B
2016_q7,"Consider the following values, P, Q and R. P = 10001000 (base 2)� Q = 10001000 (base 10)� R = 10001000 (base 16)� Which of the following is correct?",P > Q > R,P > R > Q,R > P > Q,R > Q > P,D
2016_q8,1111 1111 is an 8-bit number using two's complement representation. What is its decimal value?,-1,0,1,255,A
2016_q9,Which of the following are characteristics of the Information Age? (1) Information is widely distributed via the Internet. (2) Information can be quickly accessed by the public. (3) All company information on the Internet is correct.,(1) and (2) only,(1) and (3) only,(2) and (3) only,"(1), (2) and (3)",A
2016_q10,"When editing numerical data in a spreadsheet, which of the following statements is correct?",Only relevant numerical data will be updated automatically.,Only relevant charts with the numerical data will be updated automatically.,Only relevant data in a single worksheet will be updated automatically.,Relevant data in multiple worksheets will be updated automatically.,D
2016_q11,Which of the following items can be included in a portable document format (PDF) file? (1) Hyperlinks (2) Photos (3) Formatted text,(1) and (2) only,(1) and (3) only,(2) and (3) only,"(1), (2) and (3)",D
2016_q12,,,,,,D
2016_q13,,,,,,C
2016_q14,Mary uses presentation software to create a self-running slide show with verbal commentary. She uploads the slide show to her web site so that the public can view it. Which of the following must Mary do when creating the slide show?,Set the timing of each slide.,Create hyperlinks in the slides.,Create animation effects in the slides.,Insert background music in the slides.,A
2016_q15,"Mary uses presentation software to create a self-running slide show with verbal commentary. She uploads the slide show to her web site so that the public can view it. When Mary chooses the file format for the slide show, which of the following is important?",Encryption support,Cross-platform,Object Linking and Embedding (OLE),SQL support,B
2016_q16,Which of the following is/are the advantage(s) of using Unicode over Big-5 code? (1) Unicode is cross-platform. (2) Unicode has a bigger character set. (3) New characters can be defined in Unicode.,(1) only,(2) only,(1) and (3) only,(2) and (3) only,B
2016_q17,A booking system consists of several booking counters in different locations in a city. Customers can buy tickets for theatres through one of the booking counters. Which of the following best describes the booking system?,Real-time system,Batch processing system,Distributed processing system,Parallel processing system,A
2016_q18,"Peter finds that when editing video files, the performance of his home computer is better than that of his office computer. Which of the following is/are the possible cause(s) for this? (1) The read/write access speed of a hard disk (2) The storage size of ROM (3) CPU's clock rate",(1) only,(2) only,(1) and (3) only,(2) and (3) only,C
2016_q19,Which of the following functions will an operating system usually provide? (1) Control of processes (2) Allocation of memory (3) Record of network traffic,(1) and (2) only,(1) and (3) only,(2) and (3) only,"(1), (2) and (3)",D
2016_q20,The clock rate of a CPU is 2 GHz. Which of the following statements is correct?,The CPU executes 2 × 10⁹ instructions in a second.,The CPU performs 2 × 10⁹ clock cycles in a second.,The cache memory of the CPU transfers 2 × 10⁹ instructions in a second.,The ALU of the CPU takes 2 × 10⁹ clock cycles for an instruction.,B
2016_q21,Peter upgrades a server by replacing the hard disk with a solid-state disk (SSD). Which of the following properties of SSD benefit(s) the upgrade? (1) Higher data transfer rate (2) Lower power consumption (3) Smaller storage capacity,(2) only,(3) only,(1) and (2) only,(1) and (3) only,C
2016_q22,"When a personal computer is turned on, it loads data from the ROM and checks that all major components are functioning properly. ROM cannot be replaced by RAM in this process because",the storage size of RAM is smaller.,RAM is volatile.,the data transfer rate of RAM is lower.,RAM is random access.,B
2016_q23,The Internet of Things (IoT) refers to the networks formed by devices which can collect and exchange data. The networks are usually connected to the Internet. Which of the following items should the devices usually have?,an IP address,a CPU with a high processing power,a DNS,a large storage capacity,A
2016_q24,Peter watches a webcasting video at home using streaming technology and finds that the video does not play smoothly. Which of the following are the possible causes? (1) Duration of the video (2) Method of Internet access (3) Bandwidth of the Internet connection,(1) and (2) only,(1) and (3) only,(2) and (3) only,"(1), (2) and (3)",C
2016_q25,The Hong Kong Special Administrative Region Government has set up GovWiFi to provide free wireless Internet access and citizens can opt to use the unencrypted connection or the encrypted connection. Which of the following statements is correct?,Citizens can only enjoy Internet access at designated spots.,Citizens cannot access online banking web sites through the unencrypted connection.,Citizens' devices can be protected from computer viruses through the encrypted connection.,Citizens will have priority to book the Government leisure facilities through GovWiFi.,A
2016_q26,Mr Li considers some communication links for building a network in a company and compares their effective data transfer rates. Which of the following comparisons is correct?,Cat 6 (twisted pair) < Satellite < Fibre optics,Satellite < Cat 6 (twisted pair) < Fibre optics,Cat 6 (twisted pair) < Fibre optics < Satellite,Satellite < Fibre optics < Cat 6 (twisted pair),B
2016_q27,Peter plans to upload the background music of his school web site but the web site has limited storage space. Which of the following file formats is appropriate?,WAV,AVI,MPEG2,MP3,D
2016_q28,"When placing a table in a web page, which of the following is not a table setting?",Number of cells,Formulas in cells,Colour of cells,Width of the table,B
2016_q29,,,,,,A
2016_q30,,,,,,D
2016_q31,,,,,,B
2016_q32,,,,,,B
2016_q33,,,,,,A
2016_q34,A bank has a secure room which only a few staff members can enter. Which of the following security measures is the most secure one for controlling access?,password,smart card,fingerprint,key,C
2016_q35,,,,,,D
2016_q36,Cathy receives an anonymous email about changing the password of her online banking account. She clicks the hyperlink in the email and a malicious web site is displayed. Which of the following actions can help Cathy ensure that she is browsing a trusted web site?,Ensure that the domain name does not contain '.ru'.,Verify the digital certificates of the web site.,Follow hyperlinks in emails sent by friends instead of anonymously.,Enable a firewall before browsing the Internet.,B
2016_q37,"What is the aim of the following policy? ""The Government helps families in need acquire computers and Internet access, and delivers personal support and training to them so children and parents can tap the online world's potential.""",Promoting the freedom of information on the Internet,Supporting e-government services,Promoting the change in the nature of work,Bridging the digital divide,D
2016_q38,Peter is a student and does the following actions. Which of them are illegal? (1) Uses a BT program to share his homework. (2) Uses a BT program to download copyrighted songs for his own use. (3) Buys copyrighted software and makes copies for his best friends only.,(1) and (2) only,(1) and (3) only,(2) and (3) only,"(1), (2) and (3)",C
2016_q39,"Mary downloads three types of programs, P, Q and R from the Internet. She can use P for a trial period, changes the source code of Q and only uses some functions in R. Which type(s) of program is/are shareware?",P only,Q only,P and R only,Q and R only,C
2017_q40,,,,,,A
2017_q1,,,,,,D
2017_q2,,,,,,A
2017_q3,Which of the following are the major benefits of using Object Linking and Embedding (OLE) in office automation software? (1) Data from different applications can be included in a single file. (2) Data from different applications can remain synchronised. (3) Data from different applications can be stored in the same folder.,(1) and (2) only,(1) and (3) only,(2) and (3) only,"(1), (2) and (3)",A
2017_q4,Amy plans to upload her photos to cloud storage. What is the benefit of using JPG format instead of BMP format in this case?,Decreases the width and length of the photos.,Decreases the file size of the photos.,Increases the number of pixels in the photos.,Increases the number of colours in the photos.,B
2017_q5,"When a digital photo is printed on photo paper, the top and bottom parts of the photo paper are unused. What is/are the possible reason(s) for this? (1) The aspect ratios of the digital photo and the photo paper are not the same. (2) The file size of the digital photo is too large. (3) The colour depth of the digital photo is too low.",(1) only,(2) only,(1) and (3) only,(2) and (3) only,A
2017_q6,,,,,,C
2017_q7,"When creating an online email account, the following step needs to be completed. Enter password: ********* Re-enter password: ********* What is the purpose of re-entering the password?",Data collection,Data verification,Data organisation,Data validation,B
2017_q8,Which of the following actions involve the conversion of analog to digital data? (1) Using software to convert a spreadsheet file into a PDF file (2) Using software to convert speech to text (3) Using a digital camera to take photos,(1) and (2) only,(1) and (3) only,(2) and (3) only,"(1), (2) and (3)",C
2017_q9,,,,,,D
2017_q10,What is the major benefit of using a form in a database management system?,Simplifies data entry.,Simplifies report printing.,Saves storage space.,Filters data in a single database table.,A
2017_q11,"For a chain convenience store, in which of the following examples should 'what-if' scenarios in spreadsheets be used? (1) Estimates monthly expenses by changing different parameters. (2) Produces monthly sales analysis. (3) Compares sales data from different branches.",(1) only,(2) only,(1) and (3) only,(2) and (3) only,A
2017_q12,The following calculations involve 8-bit numbers using two's complement representation. Which one will generate an overflow error?,0001 0101 + 1000 1000,0111 0011 + 1000 1000,1100 0110 + 1000 1000,1111 1100 + 1000 1000,C
2017_q13,,,,,,A
2017_q14,Colour codes are used when defining the background colour on a web page. What is the range of hexadecimal values for the colour codes?,0 to 99,0 to FF,1 to 64,1 to AA,B
2017_q15,Which of the following items is/are system software? (1) Spreadsheet software (2) Operating system (3) Driver program,(1) only,(2) only,(1) and (3) only,(2) and (3) only,D
2017_q16,Consider the following steps in a machine cycle for a particular instruction: (1) Executes the instruction. (2) Writes data in memory. (3) Translates the instruction into the operation code and operands. (4) Retrieves the instruction from memory. What is the correct order of the steps?,(3) > (1) > (2) > (4),(3) > (2) > (4) > (1),(4) > (1) > (3) > (2),(4) > (3) > (1) > (2),D
2017_q17,A computer is used to edit videos. Which of the following specifications have a significant impact on the performance of the computer? (1) Size of RAM (2) Number of USB ports (3) CPU clock rate,(1) and (2) only,(1) and (3) only,(2) and (3) only,"(1), (2) and (3)",B
2017_q18,Which of the following statements about the registers in CPU is correct?,Their read/write data transfer rates are high.,Their functions are the same.,They are used as secondary storage.,Their total storage size is usually larger than 1 GB.,A
2017_q19,What information is usually provided by the system monitoring software in an operating system? (1) Current processes (2) Memory usage (3) Network traffic,(1) and (2) only,(1) and (3) only,(2) and (3) only,"(1), (2) and (3)",D
2017_q20,Which of the following is/are the government e-services provided by GovHK? (1) Enrolling for community recreation and sports programmes (2) Applying for admission to universities in Hong Kong (3) Renewing borrowed public library books,(1) only,(2) only,(1) and (3) only,(2) and (3) only,C
2017_q21,Mary wants to buy a keyboard for her tablet computer. Which of the following connections is/are commonly used for keyboards? (1) Fibre optics (2) USB cable (3) Bluetooth,(1) only,(2) only,(1) and (3) only,(2) and (3) only,D
2017_q22,Bank customers can withdraw cash from their accounts through Automated Teller Machines (ATMs). Which of the following systems best describe(s) this operation? (1) Interactive system (2) Real-time system (3) Batch processing system,(2) only,(3) only,(1) and (2) only,(1) and (3) only,C
2017_q23,Which of the following is the major function of a switch in a school computer network?,Facilitates data transmission between computers.,Prevents unauthorised access.,Increases the network bandwidth.,Provides email services for users.,A
2017_q24,Which of the following is/are the advantage(s) of setting up a wireless network to replace a wired network? (1) Increased network speed. (2) Enhanced network security. (3) Increased mobility of computers.,(1) only,(3) only,(1) and (2) only,(2) and (3) only,B
2017_q25,Amy wants to buy a colour laser printer for use at home. What specifications should she consider? (1) Brightness (lm) (2) Printing speed (ppm) (3) Resolution (dpi),(1) and (2) only,(1) and (3) only,(2) and (3) only,"(1), (2) and (3)",C
2017_q26,Peter is going to set up a web site for his new company so that customers can access his web site through any one of the following links: web.goodcompany.hk www.goodcompany.hk www.goodcompany.com.hk www.goodcompany.com web.goodcompany.com How many domain names does he need to register?,1,2,3,4,C
2017_q27,,,,,,B
2017_q28,"A web page displays some images. In addition to the names of the image files, what other information will be included in the HTML code of the web page? (1) The paths of the image files (2) The size of the image files (3) The IP address of the server that stores the HTML file",(1) only,(2) only,(1) and (3) only,(2) and (3) only,A
2017_q29,,,,,,D
2017_q30,The problem-solving procedures for developing a computer system are listed below. What is the correct order of the procedures? (1) Tests the system. (2) Defines the problem. (3) Designs the algorithm. (4) Writes the program codes.,(2) > (4) > (3) > (1),(2) > (3) > (4) > (1),(3) > (2) > (4) > (1),(3) > (4) > (2) > (1),B
2017_q31,,,,,,C
2017_q32,,,,,,B
2017_q33,,,,,,A
2017_q34,Which of the following is/are security measure(s) an online bank can use to authenticate customers' identities? (1) Antivirus software (2) Security token (3) Digital watermark,(1) only,(2) only,(1) and (3) only,(2) and (3) only,B
2017_q35,Which of the following may have security risks? (1) Using a public computer in a coffee shop to log on to an online bank (2) Using the Wi-Fi network provided by a shopping centre to check email (3) Using a public computer to check the digital certificate of a web site,(1) and (2) only,(1) and (3) only,(2) and (3) only,"(1), (2) and (3)",A
2017_q36,Which of the following behaviours may infringe intellectual property rights? (1) Sending an email with a virus to a friend (2) Hacking into an online bank account (3) Posting a scanned newspaper on a personal web site (4) Uploading a video of a TV programme to the Internet,(1) and (2) only,(1) and (4) only,(2) and (3) only,(3) and (4) only,D
2017_q37,What changes have been brought about by the emergence of the Information Age? (1) More office space is needed. (2) New ICT-related jobs appear and change the job market. (3) There are more opportunities to acquire information and to learn new things.,(1) and (2) only,(1) and (3) only,(2) and (3) only,"(1), (2) and (3)",C
2017_q38,Ransomware is malware that encrypts victims' computer files and demands a ransom payment to restore them. How can we minimise the impact of ransomware? (1) Creates backups of computer files regularly. (2) Do not open anonymous or phishing email. (3) Do not download pirated copies of computer software through p2p software.,(1) and (2) only,(1) and (3) only,(2) and (3) only,"(1), (2) and (3)",D
2017_q39,"What are the major reasons for applying ergonomic design principles to computers in the work environment? (1) Prevents repetitive strain injury. (2) Saves on costs of setting up computers. (3) Provides a customised, adjustable setup for meeting different people's needs.",(1) and (2) only,(1) and (3) only,(2) and (3) only,"(1), (2) and (3)",B
2017_q40,The World Health Organization (WHO) states that 15% of the world's population have disabilities. What can we do for these people to improve the access to ICT significantly?,Gives persons with disabilities notebook computers.,Sets up free computer centres for persons with disabilities to access the Internet.,Develops appropriate tools for persons with disabilities to access ICT.,Provides free ICT training for persons with disabilities.,C
2018_q1,,,,,,C
2018_q2,,,,,,B
2018_q3,"When changing the password of a school Intranet account, which of the following is an example of data verification?",Input a new password twice.,Input a new password and a mobile phone number.,Input a new password that consists of at least one special character.,Input the old password and a new password.,A
2018_q4,"The file sizes of the following original files are all 1 MB. Under normal circumstances, after compressing them, which compressed file has the largest file size? (original file, compressed file)","testA.html, testA.zip","testB.doc, testB.zip","testC.txt, testC.zip","testD.jpg, testD.zip",D
2018_q5,Which of the following character encoding methods can be used to represent Korean text? (1) ASCII (2) Unicode (3) Big-5 code,(1) only,(2) only,(1) and (3) only,(2) and (3) only,B
2018_q6,Which of the following are appropriate for presenting a storyboard? (1) A slide show (2) A multimedia document (3) A database file,(1) and (2) only,(1) and (3) only,(2) and (3) only,"(1), (2) and (3)",A
2018_q7,"A company designs a mobile application to process staff records. In each record, 10 bits are used to store staff numbers and 12 bytes are used to store Chinese names. How many staff records can the mobile application support?",2^10,2^12,2^22,2^96,A
2018_q8,"John writes a program to process student information, including student name, average mark and number of subjects taken. Which data types should John use for storing the corresponding student information? (Student name; Average mark; Number of subjects taken)",Boolean; integer; real,Boolean; real; integer,character; integer; real,character; real; integer,D
2018_q9,Which of the following is the 8-bit two's complement representation of the decimal value -8?,1000 1000,1111 1000,1000 0000,0000 1000,B
2018_q10,Mary inserts a hyperlink in a document file. What are the possible consequences when following the hyperlink? (1) Open a video file. (2) Jump to another page of this document. (3) Jump to a page of another document.,(1) and (2) only,(1) and (3) only,(2) and (3) only,"(1), (2) and (3)",D
2018_q11,"A text file contains a character string '*IT*'. Peter uses a program to view the ASCII codes of the character string in the hexadecimal number system, as shown below: 2A 49 54 2A How many bits are required to store the character string?",8,16,32,64,C
2018_q12,Which of the following elements can be included in a PDF file? (1) Photos (2) Videos (3) Hyperlinks,(1) and (2) only,(1) and (3) only,(2) and (3) only,"(1), (2) and (3)",D
2018_q13,,,,,,C
2018_q14,Which of the following statements about mail merge is correct?,Only one file is needed in each mail merge.,Mail merge is mainly used for sending email.,Data can be sorted and filtered for a mail merge.,Mail merge usually involves presentation software.,C
2018_q15,Free online encyclopedias such as Wikipedia contain a huge number of articles. Which of the following statements about the online encyclopedias are correct? (1) People can search the relevant articles for a topic quickly. (2) The articles have no copyright. (3) These encyclopedias are updated frequently.,(1) and (2) only,(1) and (3) only,(2) and (3) only,"(1), (2) and (3)",B
2018_q16,A router should be used to connect ______.,two different networks,a printer and a local area network,two computers,a computer to a server,A
2018_q17,Which of the following are the basic functions of an operating system? (1) Email management (2) Memory management (3) Input/output management,(1) and (2) only,(1) and (3) only,(2) and (3) only,"(1), (2) and (3)",C
2018_q18,Why is a solid state drive (SSD) commonly used in mobile devices instead of a hard disk drive?,The physical size of a SSD is smaller.,The storage capacity of a SSD is smaller.,The data access rate of a SSD is lower.,Mobile devices do not support hard disk drives.,A
2018_q19,Which of the following can help reduce the time needed to access files in a hard disk drive?,Redundant Array of Independent Disks (RAID),Virtual Private Network (VPN),Driver programs,Defragmentation software,D
2018_q20,Read the configuration of a desktop computer below: - Intel Core i7 CPU - 16GB DDR4 RAM - 1TB SSD - 802.11ac Wi-Fi What information can be found out from the configuration? (1) The viewable size of the display unit (2) The maximum data transfer rate of a wireless network (3) The time to start up a computer,(1) only,(2) only,(1) and (3) only,(2) and (3) only,B
2018_q21,Which of the following are the latest trends in hard disk drive development? (1) Lower power consumption (2) Longer lifespan (3) More built-in software provided,(1) and (2) only,(1) and (3) only,(2) and (3) only,"(1), (2) and (3)",A
2018_q22,Which of the following statements about the fetch-decode-execute cycle in a CPU is correct?,Registers are used in the cycle.,The cycle is an assembly language program.,The sequence of the instructions in the cycle mainly depends on the CPU clock rate.,The cycle is mainly used to perform arithmetic operations.,A
2018_q23,"In a Point-Of-Sale system in a restaurant, which of the following is/are the reason(s) for using thermal printers to print receipts? (1) The receipt printout can be kept longer. (2) It is quiet during printing. (3) The printing time is short.",(1) only,(2) only,(1) and (3) only,(2) and (3) only,D
2018_q24,"At home, Mary logs on to a computer in her office and does some word processing. Which of the following statements about the remote logon is correct?",Both computers should have the same word processing software.,Both computers should have the same firewall.,The remote logon supports data encryption.,Two computers are involved and hence word processing is faster.,C
2018_q25,,,,,,B
2018_q26,Which of the following is not an email protocol?,IMAP,SMTP,POP,FTP,D
2018_q27,"Amy can browse the web site of ABC School through its IP address, but not its URL. What is the possible reason for this?",The corresponding web pages have not been uploaded onto the web server.,The domain name system (DNS) server is temporarily out of service.,The browser in use is not the latest version.,Some plug-ins for the browser in use have not been installed.,B
2018_q28,"When watching videos from a web site using streaming technology, which of the following will be involved? (1) DNS (2) FTP (3) IP",(1) and (2) only,(1) and (3) only,(2) and (3) only,"(1), (2) and (3)",B
2018_q29,,,,,,C
2018_q30,,,,,,A
2018_q31,,,,,,C
2018_q32,,,,,,C
2018_q33,"Suppose that X = 1, Y = 2 and Z = 3. Which of the following Boolean expressions is 'true'?",(X = 1) AND (Y > -2) AND (Z > 3),(X = 1) AND (Y > -2) OR (Z > 3),(X = 1) OR (Y > -2) AND (Z > 3),(X = 1) AND (Y > -2) AND (Z > 3),B
2018_q34,What are the characteristics of using modularity for designing computer solutions? (1) Usually modularity is used to solve simple problems. (2) Modules may be reusable. (3) The development cost is higher. (4) Modules can be independently developed.,(1) and (3) only,(1) and (4) only,(2) and (3) only,(2) and (4) only,D
2018_q35,What are the good ergonomic practices in software design? (1) Fixed font size (2) Appropriate system messages to users (3) Consistent user interface,(1) and (2) only,(1) and (3) only,(2) and (3) only,"(1), (2) and (3)",C
2018_q36,Ms Lee is a photographer. Mr Cheung downloads a lot of copyright photos from her web site and uses them in his tutorial school without her approval. What legal consequences are there of doing this? (1) Mr Cheung needs to compensate Ms Lee. (2) Mr Cheung commits a criminal offence. (3) Mr Cheung needs to close down his tutorial school.,(1) and (2) only,(1) and (3) only,(2) and (3) only,"(1), (2) and (3)",A
2018_q37,Why do we need Secure Sockets Layer (SSL) on the Internet?,An IP address includes at least four values.,The socket for power supply can be protected.,Data transmission can be faster.,Data can be safely transmitted.,D
2018_q38,What is/are the major benefit(s) of using data encryption for transferring confidential information over the Internet? (1) Hackers cannot collect the encrypted data easily. (2) Hackers cannot read the confidential information easily. (3) Hackers cannot delete the confidential information easily.,(1) only,(2) only,(1) and (3) only,(2) and (3) only,B
2018_q39,What is/are the appropriate measure(s) to take to protect the intellectual property rights of photos posted on the Internet? (1) Digital signature (2) Digital watermark (3) Firewall,(1) only,(2) only,(1) and (3) only,(2) and (3) only,B
2018_q40,,,,,,A
2019_q1,Which of the following statements about two's complement is/are correct? (1) Overflow errors will not occur in arithmetic operations. (2) The maximum value for an 8-bit number is 0111 1111. (3) The minimum value for an 8-bit number is 1111 1111.,(1) only,(2) only,(1) and (3) only,(2) and (3) only,B
2019_q2,Peter creates a school newsletter and posts it on a web page. The newsletter is in portable document format (PDF) instead of word document format because (1) hyperlinks can be included. (2) the newsletter will be displayed in the same way on any device. (3) the resolution of images in the newsletter will be higher.,(1) only,(2) only,(1) and (3) only,(2) and (3) only,B
2019_q3,"In order for a factory manager to decide on the number of machines to be bought to produce pencils, he needs to consider time and cost constraints. What spreadsheet feature should he use to do this?",Pivot table,Multiple worksheets,‘What-if' analysis,Sorting data using multiple criteria,C
2019_q4,Mary uses a text editor to enter 5 traditional Chinese characters and saves them in a text file. The file size is 10 bytes. Which of the following statements about the text file is/are correct? (1) Each Chinese character occupies 2 bytes. (2) ASCII code is used to represent the characters. (3) The text file does not support Big-5 code.,(1) only,(2) only,(1) and (3) only,(2) and (3) only,A
2019_q5,"The file sizes of the following original files are all 10 MB. After converting them, which converted file has the smallest file size, under normal circumstances?",testA.MP4 to testA.AVI,testB.MP3 to testB.WAV,testC.BMP to testC.JPG,testD.GIF to testD.BMP,C
2019_q6,,,,,,B
2019_q7,,,,,,D
2019_q8,Eva creates a report with 200 pages. Which of the following word processing operations can reduce the number of pages used? (1) Change the line spacing of the text. (2) Change the text alignment. (3) Change the margins of pages. (4) Create a table of contents with hyperlinks.,(1) and (3) only,(1) and (4) only,(2) and (3) only,(2) and (4) only,A
2019_q9,"Radio frequency identification (RFID) readers are installed in the door of an office. Amy has an ID badge containing a RFID tag with a 2 KB storage capacity. Her personal information occupies 200 bytes. Every time she enters or leaves the office, a record of 40 bytes is created and stored on her badge. How many records can the badge store?",44,46,48,50,B
2019_q10,A device is sending 8-bit data in a network where the last bit is a parity bit. One of the following received data has an error. Which one is it?,0010 0010,1111 0000,0011 0011,1010 0111,D
2019_q11,,,,,,C
2019_q12,"An IP address (IPv6) consists of 8 groups of 4-digit hexadecimal numbers separated by colons, as shown in the following example: 2001:08AB:2347:AFF0:1234:CC23:98D2:1A45 How many possible addresses are there in this IP addressing?",2^32,16^32,32^2,32^16,B
2019_q13,Which of the following is the least important when creating a self-running presentation?,Template,Slide layout,Insertion of pictures,Index,D
2019_q14,"Susan plans to buy a new computer for video editing. In general, which of the following is the least important factor that she should consider?",Computation power,RAM size,Number of USB ports,Hard disk storage capacity,C
2019_q15,Which of the following statements about the accumulator in a CPU is correct?,It is used by the Arithmetic and Logic Unit (ALU) for calculation.,It is used by the Control Unit (CU) to store a memory address temporarily.,It stores the memory address of the next instruction to be executed.,It controls the flow of data in a bus.,A
2019_q16,What is the possible outcome of lowering the clock rate of a CPU in a desktop computer?,Consumes less electricity.,Increases the accuracy of computation.,Enhances the performance of the WiFi connection.,Increases the protection of the computer from hacking.,A
2019_q17,,,,,,A
2019_q18,Which of the following systems depends on network connectivity?,Real-time system,Single-user system,Batch processing system,Distributed processing system,D
2019_q19,Arrange the following in ascending order by data transfer rate. (1) Solid State Drive (SSD) (2) Memory cache (3) RAM,"(1), (3), (2)","(1), (2), (3)","(3), (2), (1)","(3), (1), (2)",A
2019_q20,Which of the following are the major networking functions of a typical computer operating system? (1) Allowing communication between computers (2) Controlling the network bandwidth of a connection between two computers (3) Providing some measure of network security to protect the computers from unauthorised access,(1) and (2) only,(1) and (3) only,(2) and (3) only,"(1), (2) and (3)",B
2019_q21,,,,,,D
2019_q22,Which of the following are the advantages of using a LAN over a WAN? (1) Higher data transfer rate (2) Larger network coverage (3) Lower setup cost,(1) and (2) only,(1) and (3) only,(2) and (3) only,"(1), (2) and (3)",B
2019_q23,The following two URLs can be used to access the same web site: http://202.8.88.24� and �http://www.hkedcity.net� Which of the following statements about the two URLs is/are correct? (1) The DNS server may translate 'www.hkedcity.ne' to '202.8.88.24'. (2) A URL must include HTTP. (3) The web pages accessed through the IP address are more secure.,(1) only,(2) only,(1) and (3) only,(2) and (3) only,A
2019_q24,What is/are the advantage(s) of using a network connection on a leased line instead of by broadband? (1) The connection is more reliable. (2) The cost is lower. (3) The bandwidth is guaranteed.,(1) only,(2) only,(1) and (3) only,(2) and (3) only,C
2019_q25,"In HTML, which of the following are the attributes of a table (TABLE)? (1) URLs of the contents of cells (2) Space between cells (3) Media types of the contents of cells (4) Background colour",(1) and (3) only,(1) and (4) only,(2) and (3) only,(2) and (4) only,D
2019_q26,Which of the following activities transfers minimal data through the Internet?,Sending an email of 10 KB with a 2 MB audio file to 50 receivers,Uploading and converting an image of 10 MB to JPG format using an online tool,Updating a web page of 10 KB containing a hyperlink to a 2 GB file,Watching a 60-minute video of 500 MB online using streaming technology,C
2019_q27,Which of the following statements about streaming technology is/are correct? (1) A music performance can be viewed live. (2) HTTP cannot be used. (3) Illegal distribution of movies can be controlled.,(1) only,(2) only,(1) and (3) only,(2) and (3) only,A
2019_q28,,,,,,A
2019_q29,,,,,,A
2019_q30,,,,,,D
2019_q31,,,,,,C
2019_q32,,,,,,B
2019_q33,,,,,,D
2019_q34,,,,,,C
2019_q35,ABC Coffee Shop offers free WiFi for customers. The details are: (ABC Coffee Shop - A 30-minute session of free WiFi service - SSID: abc; Password: YWS1818abc - Unencrypted connection - 128 Kbps maximum bandwidth). Customers should not use the WiFi connection for online banking because,the free session is too short.,the SSID is too short and easily guessed.,the data passing through the connection is not encrypted.,the maximum bandwidth is still too low.,C
2019_q36,A photographer posts his photos to a social media web site for the public to look at. Which of the following can be applied to the photo to protect his intellectual property?,Hong Kong Public Key Infrastructure (PKI),Secure Sockets Layer (SSL),Digital certificate,Digital watermark,D
2019_q37,Which of the following will help overcome the digital divide in a city? (1) Implementing a Bring-Your-Own-Device (BYOD) policy in schools to replace desktop computers (2) Providing more free WiFi hotspots (3) Providing more than one free email account for each citizen,(1) only,(2) only,(1) and (3) only,(2) and (3) only,B
2019_q38,Ms Li finds that the file server in her company is infected by ransomware. Some important document files have been encrypted and cannot be opened. What should she do? (1) Try to put the encrypted files in another file server and open them. (2) Report the incident to the police. (3) Pay the ransom to acquire the password.,(1) only,(2) only,(1) and (3) only,(2) and (3) only,B
2019_q39,Why do people develop open source software? (1) They want to earn more money from selling their software. (2) They want more people to use their software. (3) They want to own the copyright of the software.,(1) only,(2) only,(1) and (3) only,(2) and (3) only,B
